object,federated_iid
engine_wiring,0.5693929190126505
pipe_clip,0.683046036791964
pipe_staple,0.6714928869352809
tank_screw,0.5466870586109518
underbody_pipes,0.510822220868509
underbody_screw,0.67207077290156
Mean,0.6089186491868194
