object,federated_iid
engine_wiring,0.840942915810177
pipe_clip,0.8986954434868032
pipe_staple,0.8973263049350312
tank_screw,0.8509781434465257
underbody_pipes,0.8247637623943858
underbody_screw,0.901308673559496
Mean,0.8690025406054032
