object,federated_iid
engine_wiring,0.3202819424673549
pipe_clip,0.37391723706148877
pipe_staple,0.39171670790824786
tank_screw,0.2473704490727891
underbody_pipes,0.2126436260031219
underbody_screw,0.2525265838500239
Mean,0.29974275772717107
