object,federated_iid
engine_wiring,0.06922404196483249
pipe_clip,0.023668367562419253
pipe_staple,0.07676494081756284
tank_screw,0.003634392248654268
underbody_pipes,0.006706757145542871
underbody_screw,0.06563697819427988
Mean,0.040939246322215274
