object,federated_iid
engine_wiring,0.2036391194379473
pipe_clip,0.20450027404937984
pipe_staple,0.2550003264375668
tank_screw,0.11825094259407677
underbody_pipes,0.09384264014932632
underbody_screw,0.13090573946928066
Mean,0.16768984035626297
